full_text,clean_text,tokens,normalized_tokens,filtered_tokens,stemmed_tokens,final_text,sentiment
Heatwaves are on the rise and our air quality is suffering big-time!️️ Protect your home from all heat-related health hazardswith the SHARP-QNET Zensational Air Purifier today!️ #Heatwave #AirPollution #AirQuality #AirPurifier #Sharp #Zensational #QNETIndia https://t.co/b3xMA62M0o,heatwaves are on the rise and our air quality is suffering bigtime protect your home from all heatrelated health hazardswith the sharpqnet zensational air purifier today,"['heatwaves', 'are', 'on', 'the', 'rise', 'and', 'our', 'air', 'quality', 'is', 'suffering', 'bigtime', 'protect', 'your', 'home', 'from', 'all', 'heatrelated', 'health', 'hazardswith', 'the', 'sharpqnet', 'zensational', 'air', 'purifier', 'today']","['heatwaves', 'are', 'on', 'the', 'rise', 'and', 'our', 'air', 'quality', 'is', 'suffering', 'bigtime', 'protect', 'your', 'home', 'from', 'all', 'heatrelated', 'health', 'hazardswith', 'the', 'sharpqnet', 'zensational', 'air', 'purifier', 'today']","['heatwaves', 'rise', 'air', 'quality', 'suffering', 'bigtime', 'protect', 'home', 'heatrelated', 'health', 'hazardswith', 'sharpqnet', 'zensational', 'air', 'purifier', 'today']","['heatwaves', 'rise', 'air', 'quality', 'suffering', 'bigtime', 'protect', 'home', 'heatrelated', 'health', 'hazardswith', 'sharpqnet', 'zensational', 'air', 'purifier', 'today']",heatwaves rise air quality suffering bigtime protect home heatrelated health hazardswith sharpqnet zensational air purifier today,negative
@RealDutchsinse Air quality in northeast U.S. seems a little lousy but not anything remotely like last summer yet. The AQI scores were over 200 if I remember right from those fires that I think were in Ontario or Quebec. That's when they started cancellin,air quality in northeast us seems a little lousy but not anything remotely like last summer yet the aqi scores were over if i remember right from those fires that i think were in ontario or quebec thats when they started cancellin,"['air', 'quality', 'in', 'northeast', 'us', 'seems', 'a', 'little', 'lousy', 'but', 'not', 'anything', 'remotely', 'like', 'last', 'summer', 'yet', 'the', 'aqi', 'scores', 'were', 'over', 'if', 'i', 'remember', 'right', 'from', 'those', 'fires', 'that', 'i', 'think', 'were', 'in', 'ontario', 'or', 'quebec', 'thats', 'when', 'they', 'started', 'cancellin']","['air', 'quality', 'in', 'northeast', 'us', 'seems', 'a', 'little', 'lousy', 'but', 'not', 'anything', 'remotely', 'like', 'last', 'summer', 'yet', 'the', 'aqi', 'scores', 'were', 'over', 'if', 'i', 'remember', 'right', 'from', 'those', 'fires', 'that', 'i', 'think', 'were', 'in', 'ontario', 'or', 'quebec', 'thats', 'when', 'they', 'started', 'cancellin']","['air', 'quality', 'northeast', 'seems', 'little', 'lousy', 'anything', 'remotely', 'like', 'last', 'summer', 'yet', 'aqi', 'scores', 'remember', 'right', 'fires', 'think', 'ontario', 'quebec', 'thats', 'started', 'cancellin']","['air', 'quality', 'northeast', 'seems', 'little', 'lousy', 'anything', 'remotely', 'like', 'last', 'summer', 'yet', 'aqi', 'scores', 'remember', 'right', 'fires', 'think', 'ontario', 'quebec', 'thats', 'started', 'cancellin']",air quality northeast seems little lousy anything remotely like last summer yet aqi scores remember right fires think ontario quebec thats started cancellin,negative
Hazy sunrise again with northerly flow bringing some smoke down from Canada once more. Air quality across the state still doing alright but something possibly to monitor through Wednesday - especially for north-central Nebraska. #NEwx https://t.co/vj4DczlTVp,hazy sunrise again with northerly flow bringing some smoke down from canada once more air quality across the state still doing alright but something possibly to monitor through wednesday especially for northcentral nebraska,"['hazy', 'sunrise', 'again', 'with', 'northerly', 'flow', 'bringing', 'some', 'smoke', 'down', 'from', 'canada', 'once', 'more', 'air', 'quality', 'across', 'the', 'state', 'still', 'doing', 'alright', 'but', 'something', 'possibly', 'to', 'monitor', 'through', 'wednesday', 'especially', 'for', 'northcentral', 'nebraska']","['hazy', 'sunrise', 'again', 'with', 'northerly', 'flow', 'bringing', 'some', 'smoke', 'down', 'from', 'canada', 'once', 'more', 'air', 'quality', 'across', 'the', 'state', 'still', 'doing', 'alright', 'but', 'something', 'possibly', 'to', 'monitor', 'through', 'wednesday', 'especially', 'for', 'northcentral', 'nebraska']","['hazy', 'sunrise', 'northerly', 'flow', 'bringing', 'smoke', 'canada', 'air', 'quality', 'across', 'state', 'still', 'alright', 'something', 'possibly', 'monitor', 'wednesday', 'especially', 'northcentral', 'nebraska']","['hazy', 'sunrise', 'northerly', 'flow', 'bringing', 'smoke', 'canada', 'air', 'quality', 'across', 'state', 'still', 'alright', 'something', 'possibly', 'monitor', 'wednesday', 'especially', 'northcentral', 'nebraska']",hazy sunrise northerly flow bringing smoke canada air quality across state still alright something possibly monitor wednesday especially northcentral nebraska,positive
@BGatesIsaPyscho Changes in weather and air quality are indeed a matter of concern,changes in weather and air quality are indeed a matter of concern,"['changes', 'in', 'weather', 'and', 'air', 'quality', 'are', 'indeed', 'a', 'matter', 'of', 'concern']","['changes', 'in', 'weather', 'and', 'air', 'quality', 'are', 'indeed', 'a', 'matter', 'of', 'concern']","['changes', 'weather', 'air', 'quality', 'indeed', 'matter', 'concern']","['changes', 'weather', 'air', 'quality', 'indeed', 'matter', 'concern']",changes weather air quality indeed matter concern,neutral
@ecochris_todd Outdoor air quality effects indoor air quality in most instances,outdoor air quality effects indoor air quality in most instances,"['outdoor', 'air', 'quality', 'effects', 'indoor', 'air', 'quality', 'in', 'most', 'instances']","['outdoor', 'air', 'quality', 'effects', 'indoor', 'air', 'quality', 'in', 'most', 'instances']","['outdoor', 'air', 'quality', 'effects', 'indoor', 'air', 'quality', 'instances']","['outdoor', 'air', 'quality', 'effects', 'indoor', 'air', 'quality', 'instances']",outdoor air quality effects indoor air quality instances,neutral
You might tell us how you measure air quality??? Ha ha https://t.co/r0OANV7hq9,you might tell us how you measure air quality ha ha,"['you', 'might', 'tell', 'us', 'how', 'you', 'measure', 'air', 'quality', 'ha', 'ha']","['you', 'might', 'tell', 'us', 'how', 'you', 'measure', 'air', 'quality', 'ha', 'ha']","['tell', 'measure', 'air', 'quality', 'ha', 'ha']","['tell', 'measure', 'air', 'quality', 'ha', 'ha']",tell measure air quality ha ha,positive
Today July 9 2024 has been declared an Air Quality Action Day for the Greater Philadelphia Area. TAKE ACTION NOW! Signup for air quality alerts here: https://t.co/HgPKOK1Xvh Visit our Air Quality Page for more tips: https://t.co/mlSYYUTNSs #airquality #airqualityalert https://t.co/XxhuDNmrlz,today july has been declared an air quality action day for the greater philadelphia area take action now signup for air quality alerts here visit our air quality page for more tips,"['today', 'july', 'has', 'been', 'declared', 'an', 'air', 'quality', 'action', 'day', 'for', 'the', 'greater', 'philadelphia', 'area', 'take', 'action', 'now', 'signup', 'for', 'air', 'quality', 'alerts', 'here', 'visit', 'our', 'air', 'quality', 'page', 'for', 'more', 'tips']","['today', 'july', 'has', 'been', 'declared', 'an', 'air', 'quality', 'action', 'day', 'for', 'the', 'greater', 'philadelphia', 'area', 'take', 'action', 'now', 'signup', 'for', 'air', 'quality', 'alerts', 'here', 'visit', 'our', 'air', 'quality', 'page', 'for', 'more', 'tips']","['today', 'july', 'declared', 'air', 'quality', 'action', 'greater', 'philadelphia', 'area', 'action', 'signup', 'air', 'quality', 'alerts', 'visit', 'air', 'quality', 'page', 'tips']","['today', 'july', 'declared', 'air', 'quality', 'action', 'greater', 'philadelphia', 'area', 'action', 'signup', 'air', 'quality', 'alerts', 'visit', 'air', 'quality', 'page', 'tips']",today july declared air quality action greater philadelphia area action signup air quality alerts visit air quality page tips,positive
Inclusive Air Quality management Through Participatory Science Research And Policy https://t.co/lRJ8lgdf7d,inclusive air quality management through participatory science research and policy,"['inclusive', 'air', 'quality', 'management', 'through', 'participatory', 'science', 'research', 'and', 'policy']","['inclusive', 'air', 'quality', 'management', 'through', 'participatory', 'science', 'research', 'and', 'policy']","['inclusive', 'air', 'quality', 'management', 'participatory', 'science', 'research', 'policy']","['inclusive', 'air', 'quality', 'management', 'participatory', 'science', 'research', 'policy']",inclusive air quality management participatory science research policy,neutral
5 miles in under a hour even with slight walking I have a theory about air quality but I ll get back to yall on that https://t.co/pGT0COwr0v,miles in under a hour even with slight walking i have a theory about air quality but i ll get back to yall on that,"['miles', 'in', 'under', 'a', 'hour', 'even', 'with', 'slight', 'walking', 'i', 'have', 'a', 'theory', 'about', 'air', 'quality', 'but', 'i', 'll', 'get', 'back', 'to', 'yall', 'on', 'that']","['miles', 'in', 'under', 'a', 'hour', 'even', 'with', 'slight', 'walking', 'i', 'have', 'a', 'theory', 'about', 'air', 'quality', 'but', 'i', 'll', 'get', 'back', 'to', 'yall', 'on', 'that']","['miles', 'hour', 'even', 'slight', 'walking', 'theory', 'air', 'quality', 'back', 'yall']","['miles', 'hour', 'even', 'slight', 'walking', 'theory', 'air', 'quality', 'back', 'yall']",miles hour even slight walking theory air quality back yall,neutral
Regularly check air quality indexes and plan your activities accordingly. These will help you track how bad the Air Quality in your community is at the time of day. Take steps to portect your health. Stay informed stay safe. https://t.co/82A3OIjRqV #CleanAirGhana #CleanAir,regularly check air quality indexes and plan your activities accordingly these will help you track how bad the air quality in your community is at the time of day take steps to portect your health stay informed stay safe,"['regularly', 'check', 'air', 'quality', 'indexes', 'and', 'plan', 'your', 'activities', 'accordingly', 'these', 'will', 'help', 'you', 'track', 'how', 'bad', 'the', 'air', 'quality', 'in', 'your', 'community', 'is', 'at', 'the', 'time', 'of', 'day', 'take', 'steps', 'to', 'portect', 'your', 'health', 'stay', 'informed', 'stay', 'safe']","['regularly', 'check', 'air', 'quality', 'indexes', 'and', 'plan', 'your', 'activities', 'accordingly', 'these', 'will', 'help', 'you', 'track', 'how', 'bad', 'the', 'air', 'quality', 'in', 'your', 'community', 'is', 'at', 'the', 'time', 'of', 'day', 'take', 'steps', 'to', 'portect', 'your', 'health', 'stay', 'informed', 'stay', 'safe']","['regularly', 'check', 'air', 'quality', 'indexes', 'plan', 'activities', 'accordingly', 'help', 'track', 'bad', 'air', 'quality', 'community', 'steps', 'portect', 'health', 'stay', 'informed', 'stay', 'safe']","['regularly', 'check', 'air', 'quality', 'indexes', 'plan', 'activities', 'accordingly', 'help', 'track', 'bad', 'air', 'quality', 'community', 'steps', 'portect', 'health', 'stay', 'informed', 'stay', 'safe']",regularly check air quality indexes plan activities accordingly help track bad air quality community steps portect health stay informed stay safe,positive
Air quality not so great this morning! Still a nice start to the day. Well into the 90s inland this afternoon. https://t.co/wnKmpnkBob,air quality not so great this morning still a nice start to the day well into the s inland this afternoon,"['air', 'quality', 'not', 'so', 'great', 'this', 'morning', 'still', 'a', 'nice', 'start', 'to', 'the', 'day', 'well', 'into', 'the', 's', 'inland', 'this', 'afternoon']","['air', 'quality', 'not', 'so', 'great', 'this', 'morning', 'still', 'a', 'nice', 'start', 'to', 'the', 'day', 'well', 'into', 'the', 's', 'inland', 'this', 'afternoon']","['air', 'quality', 'great', 'morning', 'still', 'nice', 'start', 'inland', 'afternoon']","['air', 'quality', 'great', 'morning', 'still', 'nice', 'start', 'inland', 'afternoon']",air quality great morning still nice start inland afternoon,positive
@BonnieTowner Good morning Bonnie. Going into the nineties here too. Cloudy humid with air quality alerts. Yikes! Stay cool and have a great day!,good morning bonnie going into the nineties here too cloudy humid with air quality alerts yikes stay cool and have a great day,"['good', 'morning', 'bonnie', 'going', 'into', 'the', 'nineties', 'here', 'too', 'cloudy', 'humid', 'with', 'air', 'quality', 'alerts', 'yikes', 'stay', 'cool', 'and', 'have', 'a', 'great', 'day']","['good', 'morning', 'bonnie', 'going', 'into', 'the', 'nineties', 'here', 'too', 'cloudy', 'humid', 'with', 'air', 'quality', 'alerts', 'yikes', 'stay', 'cool', 'and', 'have', 'a', 'great', 'day']","['good', 'morning', 'bonnie', 'going', 'nineties', 'cloudy', 'humid', 'air', 'quality', 'alerts', 'yikes', 'stay', 'cool', 'great']","['good', 'morning', 'bonnie', 'going', 'nineties', 'cloudy', 'humid', 'air', 'quality', 'alerts', 'yikes', 'stay', 'cool', 'great']",good morning bonnie going nineties cloudy humid air quality alerts yikes stay cool great,positive
July 9 2024 paper .... Heat and Heavy Rain Risks July 9 - 13 .... Code Orange Air Quality Day ... See this &amp,july paper heat and heavy rain risks july code orange air quality day see this amp,"['july', 'paper', 'heat', 'and', 'heavy', 'rain', 'risks', 'july', 'code', 'orange', 'air', 'quality', 'day', 'see', 'this', 'amp']","['july', 'paper', 'heat', 'and', 'heavy', 'rain', 'risks', 'july', 'code', 'orange', 'air', 'quality', 'day', 'see', 'this', 'amp']","['july', 'paper', 'heat', 'heavy', 'rain', 'risks', 'july', 'code', 'orange', 'air', 'quality']","['july', 'paper', 'heat', 'heavy', 'rain', 'risks', 'july', 'code', 'orange', 'air', 'quality']",july paper heat heavy rain risks july code orange air quality,negative
On air quality action days young children the elderly and those with respiratory problems such as asthma emphysema and bronchitis are especially vulnerable to the effects of air pollution and should limit outdoor activities. CODE ORANGE ALERT: https://t.co/dZpOgnFIdz https://t.co/MOvEqdHTBk,on air quality action days young children the elderly and those with respiratory problems such as asthma emphysema and bronchitis are especially vulnerable to the effects of air pollution and should limit outdoor activities code orange alert,"['on', 'air', 'quality', 'action', 'days', 'young', 'children', 'the', 'elderly', 'and', 'those', 'with', 'respiratory', 'problems', 'such', 'as', 'asthma', 'emphysema', 'and', 'bronchitis', 'are', 'especially', 'vulnerable', 'to', 'the', 'effects', 'of', 'air', 'pollution', 'and', 'should', 'limit', 'outdoor', 'activities', 'code', 'orange', 'alert']","['on', 'air', 'quality', 'action', 'days', 'young', 'children', 'the', 'elderly', 'and', 'those', 'with', 'respiratory', 'problems', 'such', 'as', 'asthma', 'emphysema', 'and', 'bronchitis', 'are', 'especially', 'vulnerable', 'to', 'the', 'effects', 'of', 'air', 'pollution', 'and', 'should', 'limit', 'outdoor', 'activities', 'code', 'orange', 'alert']","['air', 'quality', 'action', 'days', 'young', 'children', 'elderly', 'respiratory', 'problems', 'asthma', 'emphysema', 'bronchitis', 'especially', 'vulnerable', 'effects', 'air', 'pollution', 'limit', 'outdoor', 'activities', 'code', 'orange', 'alert']","['air', 'quality', 'action', 'days', 'young', 'children', 'elderly', 'respiratory', 'problems', 'asthma', 'emphysema', 'bronchitis', 'especially', 'vulnerable', 'effects', 'air', 'pollution', 'limit', 'outdoor', 'activities', 'code', 'orange', 'alert']",air quality action days young children elderly respiratory problems asthma emphysema bronchitis especially vulnerable effects air pollution limit outdoor activities code orange alert,negative
Air quality monitoring: From high-end instruments to household sensors. Special thanks to @achimdittler Prof. Dittler Read more → https://t.co/mj41SMH4y4 With respect to our colleagues: @airlyorg @ThePurpleAir @IQAir https://t.co/wjnJGmcVlB,air quality monitoring from highend instruments to household sensors special thanks to prof dittler read more with respect to our colleagues,"['air', 'quality', 'monitoring', 'from', 'highend', 'instruments', 'to', 'household', 'sensors', 'special', 'thanks', 'to', 'prof', 'dittler', 'read', 'more', 'with', 'respect', 'to', 'our', 'colleagues']","['air', 'quality', 'monitoring', 'from', 'highend', 'instruments', 'to', 'household', 'sensors', 'special', 'thanks', 'to', 'prof', 'dittler', 'read', 'more', 'with', 'respect', 'to', 'our', 'colleagues']","['air', 'quality', 'monitoring', 'highend', 'instruments', 'household', 'sensors', 'special', 'thanks', 'prof', 'dittler', 'read', 'respect', 'colleagues']","['air', 'quality', 'monitoring', 'highend', 'instruments', 'household', 'sensors', 'special', 'thanks', 'prof', 'dittler', 'read', 'respect', 'colleagues']",air quality monitoring highend instruments household sensors special thanks prof dittler read respect colleagues,positive
It can be done. Others are leading the way. It would be amazing if Ontario could be a leader in the area of indoor air quality in schools. @ToddSmithPC #onted,it can be done others are leading the way it would be amazing if ontario could be a leader in the area of indoor air quality in schools,"['it', 'can', 'be', 'done', 'others', 'are', 'leading', 'the', 'way', 'it', 'would', 'be', 'amazing', 'if', 'ontario', 'could', 'be', 'a', 'leader', 'in', 'the', 'area', 'of', 'indoor', 'air', 'quality', 'in', 'schools']","['it', 'can', 'be', 'done', 'others', 'are', 'leading', 'the', 'way', 'it', 'would', 'be', 'amazing', 'if', 'ontario', 'could', 'be', 'a', 'leader', 'in', 'the', 'area', 'of', 'indoor', 'air', 'quality', 'in', 'schools']","['done', 'others', 'leading', 'way', 'amazing', 'ontario', 'leader', 'area', 'indoor', 'air', 'quality', 'schools']","['done', 'others', 'leading', 'way', 'amazing', 'ontario', 'leader', 'area', 'indoor', 'air', 'quality', 'schools']",done others leading way amazing ontario leader area indoor air quality schools,positive
This month we're launching a series of posts aimed at improving the indoor air quality of 3 often overlooked parts of your home especially during the hot and humid month of July. Follow along! https://t.co/10gQ1yBqwG,this month were launching a series of posts aimed at improving the indoor air quality of often overlooked parts of your home especially during the hot and humid month of july follow along,"['this', 'month', 'were', 'launching', 'a', 'series', 'of', 'posts', 'aimed', 'at', 'improving', 'the', 'indoor', 'air', 'quality', 'of', 'often', 'overlooked', 'parts', 'of', 'your', 'home', 'especially', 'during', 'the', 'hot', 'and', 'humid', 'month', 'of', 'july', 'follow', 'along']","['this', 'month', 'were', 'launching', 'a', 'series', 'of', 'posts', 'aimed', 'at', 'improving', 'the', 'indoor', 'air', 'quality', 'of', 'often', 'overlooked', 'parts', 'of', 'your', 'home', 'especially', 'during', 'the', 'hot', 'and', 'humid', 'month', 'of', 'july', 'follow', 'along']","['month', 'launching', 'series', 'posts', 'aimed', 'improving', 'indoor', 'air', 'quality', 'often', 'overlooked', 'parts', 'home', 'especially', 'hot', 'humid', 'month', 'july', 'follow', 'along']","['month', 'launching', 'series', 'posts', 'aimed', 'improving', 'indoor', 'air', 'quality', 'often', 'overlooked', 'parts', 'home', 'especially', 'hot', 'humid', 'month', 'july', 'follow', 'along']",month launching series posts aimed improving indoor air quality often overlooked parts home especially hot humid month july follow along,positive
A Heat Advisory and an Air Quality Alert in effect for parts of western Mass. A few storms likely this afternoon as well. https://t.co/NrmmSm9OQ5,a heat advisory and an air quality alert in effect for parts of western mass a few storms likely this afternoon as well,"['a', 'heat', 'advisory', 'and', 'an', 'air', 'quality', 'alert', 'in', 'effect', 'for', 'parts', 'of', 'western', 'mass', 'a', 'few', 'storms', 'likely', 'this', 'afternoon', 'as', 'well']","['a', 'heat', 'advisory', 'and', 'an', 'air', 'quality', 'alert', 'in', 'effect', 'for', 'parts', 'of', 'western', 'mass', 'a', 'few', 'storms', 'likely', 'this', 'afternoon', 'as', 'well']","['heat', 'advisory', 'air', 'quality', 'alert', 'effect', 'parts', 'western', 'mass', 'storms', 'likely', 'afternoon']","['heat', 'advisory', 'air', 'quality', 'alert', 'effect', 'parts', 'western', 'mass', 'storms', 'likely', 'afternoon']",heat advisory air quality alert effect parts western mass storms likely afternoon,positive
️ HOT &amp,hot amp,"['hot', 'amp']","['hot', 'amp']",['hot'],['hot'],hot,neutral
@JillBelch @UKLabour And no new installations of wood burners in new or existing properties with a phase out over three years in all residential areas. A small cost for major improvements in air quality and health costs.,and no new installations of wood burners in new or existing properties with a phase out over three years in all residential areas a small cost for major improvements in air quality and health costs,"['and', 'no', 'new', 'installations', 'of', 'wood', 'burners', 'in', 'new', 'or', 'existing', 'properties', 'with', 'a', 'phase', 'out', 'over', 'three', 'years', 'in', 'all', 'residential', 'areas', 'a', 'small', 'cost', 'for', 'major', 'improvements', 'in', 'air', 'quality', 'and', 'health', 'costs']","['and', 'no', 'new', 'installations', 'of', 'wood', 'burners', 'in', 'new', 'or', 'existing', 'properties', 'with', 'a', 'phase', 'out', 'over', 'three', 'years', 'in', 'all', 'residential', 'areas', 'a', 'small', 'cost', 'for', 'major', 'improvements', 'in', 'air', 'quality', 'and', 'health', 'costs']","['new', 'installations', 'wood', 'burners', 'new', 'existing', 'properties', 'phase', 'years', 'residential', 'areas', 'small', 'cost', 'major', 'improvements', 'air', 'quality', 'health', 'costs']","['new', 'installations', 'wood', 'burners', 'new', 'existing', 'properties', 'phase', 'years', 'residential', 'areas', 'small', 'cost', 'major', 'improvements', 'air', 'quality', 'health', 'costs']",new installations wood burners new existing properties phase years residential areas small cost major improvements air quality health costs,positive
Have they grounded airplanes? Have they turned off 5G and Wireless radiation? If not they do not care about their air quality. This pollution has a greater impact at higher elevations at lower atmospheric pressure and it contributes to trapping other pollution at ground level.,have they grounded airplanes have they turned off g and wireless radiation if not they do not care about their air quality this pollution has a greater impact at higher elevations at lower atmospheric pressure and it contributes to trapping other pollution at ground level,"['have', 'they', 'grounded', 'airplanes', 'have', 'they', 'turned', 'off', 'g', 'and', 'wireless', 'radiation', 'if', 'not', 'they', 'do', 'not', 'care', 'about', 'their', 'air', 'quality', 'this', 'pollution', 'has', 'a', 'greater', 'impact', 'at', 'higher', 'elevations', 'at', 'lower', 'atmospheric', 'pressure', 'and', 'it', 'contributes', 'to', 'trapping', 'other', 'pollution', 'at', 'ground', 'level']","['have', 'they', 'grounded', 'airplanes', 'have', 'they', 'turned', 'off', 'g', 'and', 'wireless', 'radiation', 'if', 'not', 'they', 'do', 'not', 'care', 'about', 'their', 'air', 'quality', 'this', 'pollution', 'has', 'a', 'greater', 'impact', 'at', 'higher', 'elevations', 'at', 'lower', 'atmospheric', 'pressure', 'and', 'it', 'contributes', 'to', 'trapping', 'other', 'pollution', 'at', 'ground', 'level']","['grounded', 'airplanes', 'turned', 'g', 'wireless', 'radiation', 'care', 'air', 'quality', 'pollution', 'greater', 'impact', 'higher', 'elevations', 'lower', 'atmospheric', 'pressure', 'contributes', 'trapping', 'pollution', 'ground', 'level']","['grounded', 'airplanes', 'turned', 'g', 'wireless', 'radiation', 'care', 'air', 'quality', 'pollution', 'greater', 'impact', 'higher', 'elevations', 'lower', 'atmospheric', 'pressure', 'contributes', 'trapping', 'pollution', 'ground', 'level']",grounded airplanes turned g wireless radiation care air quality pollution greater impact higher elevations lower atmospheric pressure contributes trapping pollution ground level,positive
@DaveAtherton20 @Ed_Miliband Can you believe there is a 50mph speed limit for air quality sorry but it's a piss take what about the air planes,can you believe there is a mph speed limit for air quality sorry but its a piss take what about the air planes,"['can', 'you', 'believe', 'there', 'is', 'a', 'mph', 'speed', 'limit', 'for', 'air', 'quality', 'sorry', 'but', 'its', 'a', 'piss', 'take', 'what', 'about', 'the', 'air', 'planes']","['can', 'you', 'believe', 'there', 'is', 'a', 'mph', 'speed', 'limit', 'for', 'air', 'quality', 'sorry', 'but', 'its', 'a', 'piss', 'take', 'what', 'about', 'the', 'air', 'planes']","['believe', 'mph', 'speed', 'limit', 'air', 'quality', 'sorry', 'piss', 'air', 'planes']","['believe', 'mph', 'speed', 'limit', 'air', 'quality', 'sorry', 'piss', 'air', 'planes']",believe mph speed limit air quality sorry piss air planes,negative
The Environment Authority has announced the activation of the Naqi air quality indicator display platform and has invited the public to explore and follow the platform and benefit from the available data to improve the quality of life. The link is https://t.co/NxFBPbAVB2. https://t.co/5WQA8bi6Vk,the environment authority has announced the activation of the naqi air quality indicator display platform and has invited the public to explore and follow the platform and benefit from the available data to improve the quality of life the link is,"['the', 'environment', 'authority', 'has', 'announced', 'the', 'activation', 'of', 'the', 'naqi', 'air', 'quality', 'indicator', 'display', 'platform', 'and', 'has', 'invited', 'the', 'public', 'to', 'explore', 'and', 'follow', 'the', 'platform', 'and', 'benefit', 'from', 'the', 'available', 'data', 'to', 'improve', 'the', 'quality', 'of', 'life', 'the', 'link', 'is']","['the', 'environment', 'authority', 'has', 'announced', 'the', 'activation', 'of', 'the', 'naqi', 'air', 'quality', 'indicator', 'display', 'platform', 'and', 'has', 'invited', 'the', 'public', 'to', 'explore', 'and', 'follow', 'the', 'platform', 'and', 'benefit', 'from', 'the', 'available', 'data', 'to', 'improve', 'the', 'quality', 'of', 'life', 'the', 'link', 'is']","['environment', 'authority', 'announced', 'activation', 'naqi', 'air', 'quality', 'indicator', 'display', 'platform', 'invited', 'public', 'explore', 'follow', 'platform', 'benefit', 'available', 'data', 'improve', 'quality', 'life', 'link']","['environment', 'authority', 'announced', 'activation', 'naqi', 'air', 'quality', 'indicator', 'display', 'platform', 'invited', 'public', 'explore', 'follow', 'platform', 'benefit', 'available', 'data', 'improve', 'quality', 'life', 'link']",environment authority announced activation naqi air quality indicator display platform invited public explore follow platform benefit available data improve quality life link,positive
In this session the speakers are expounding on how to build multilateral engagement convening community of practice sharing transport Dara and planning in megacities citizen science and #airquality and how it affects the heath nexus. #CleanAirForumLagos https://t.co/jOdcdnexEb,in this session the speakers are expounding on how to build multilateral engagement convening community of practice sharing transport dara and planning in megacities citizen science and and how it affects the heath nexus,"['in', 'this', 'session', 'the', 'speakers', 'are', 'expounding', 'on', 'how', 'to', 'build', 'multilateral', 'engagement', 'convening', 'community', 'of', 'practice', 'sharing', 'transport', 'dara', 'and', 'planning', 'in', 'megacities', 'citizen', 'science', 'and', 'and', 'how', 'it', 'affects', 'the', 'heath', 'nexus']","['in', 'this', 'session', 'the', 'speakers', 'are', 'expounding', 'on', 'how', 'to', 'build', 'multilateral', 'engagement', 'convening', 'community', 'of', 'practice', 'sharing', 'transport', 'dara', 'and', 'planning', 'in', 'megacities', 'citizen', 'science', 'and', 'and', 'how', 'it', 'affects', 'the', 'heath', 'nexus']","['session', 'speakers', 'expounding', 'build', 'multilateral', 'engagement', 'convening', 'community', 'practice', 'sharing', 'transport', 'dara', 'planning', 'megacities', 'citizen', 'science', 'affects', 'heath', 'nexus']","['session', 'speakers', 'expounding', 'build', 'multilateral', 'engagement', 'convening', 'community', 'practice', 'sharing', 'transport', 'dara', 'planning', 'megacities', 'citizen', 'science', 'affects', 'heath', 'nexus']",session speakers expounding build multilateral engagement convening community practice sharing transport dara planning megacities citizen science affects heath nexus,positive
Rose Webster @GetMyGist here ️🇨🇦 .@justiacom #ProBono .@KristiNoem .@StateBarOfSD .@USDKnudsonLaw .@NWSSiouxFalls .@NWS knows 18 U.S. Code § 2074 - False weather reports #AirQuality GOOD - MOD: https://t.co/xp5AETubG9 https://t.co/FewiZZuWrl https://t.co/fMRNB3Fe0S https://t.co/hZEdSXsNfy,rose webster here knows us code false weather reports good mod,"['rose', 'webster', 'here', 'knows', 'us', 'code', 'false', 'weather', 'reports', 'good', 'mod']","['rose', 'webster', 'here', 'knows', 'us', 'code', 'false', 'weather', 'reports', 'good', 'mod']","['rose', 'webster', 'knows', 'code', 'false', 'weather', 'reports', 'good', 'mod']","['rose', 'webster', 'knows', 'code', 'false', 'weather', 'reports', 'good', 'mod']",rose webster knows code false weather reports good mod,positive
Bay Area still dealing with air quality effects of July 4 fireworks - SFGATE https://t.co/TpAG5p4WpX,bay area still dealing with air quality effects of july fireworks sfgate,"['bay', 'area', 'still', 'dealing', 'with', 'air', 'quality', 'effects', 'of', 'july', 'fireworks', 'sfgate']","['bay', 'area', 'still', 'dealing', 'with', 'air', 'quality', 'effects', 'of', 'july', 'fireworks', 'sfgate']","['bay', 'area', 'still', 'dealing', 'air', 'quality', 'effects', 'july', 'fireworks', 'sfgate']","['bay', 'area', 'still', 'dealing', 'air', 'quality', 'effects', 'july', 'fireworks', 'sfgate']",bay area still dealing air quality effects july fireworks sfgate,neutral
